FL16Y,glon,glat,association,logS
FL16Y J0644.4-140,224.701,-7.866,other,-11.925
FL16Y J0644.4-671,277.527,-25.522,blazar,-10.889
FL16Y J0644.6+603,154.993,22.620,blazar,-11.421
FL16Y J0644.7-285,238.471,-14.071,blazar,-11.691
FL16Y J0644.7+391,176.377,15.581,blazar,-11.842
FL16Y J0645.3-391,248.508,-17.857,blazar,-11.508
FL16Y J0646.2-545,264.438,-22.628,msp,-11.609
FL16Y J0646.4+001,212.073,-0.963,other,-11.261
FL16Y J0647.1-513,261.058,-21.574,blazar,-11.722
FL16Y J0647.6-605,270.860,-23.945,blazar,-11.303
FL16Y J0647.7+452,170.582,18.353,blazar,-11.548
FL16Y J0647.7+450,171.019,18.203,unID,-11.411
FL16Y J0647.9-441,253.706,-19.168,blazar,-11.711
FL16Y J0648.1+160,198.172,6.551,blazar,-11.684
FL16Y J0648.1-304,240.524,-14.124,blazar,-10.809
FL16Y J0648.4+174,196.647,7.374,blazar,-11.688
FL16Y J0648.4-174,228.508,-8.623,blazar,-10.187
FL16Y J0648.7+151,198.979,6.323,blazar,-10.845
FL16Y J0648.7+005,211.851,-0.191,other,-11.438
FL16Y J0648.8-694,280.349,-25.543,blazar,-12.138
FL16Y J0649.3+222,192.501,9.607,blazar,-11.695
FL16Y J0649.5-401,249.818,-17.486,unID,-12.040
FL16Y J0649.5-313,241.522,-14.217,blazar,-11.464
FL16Y J0650.2-514,261.345,-21.164,blazar,-11.798
FL16Y J0650.2-363,246.221,-15.961,unID,-11.582
FL16Y J0650.3-285,238.973,-12.931,blazar,-11.597
FL16Y J0650.4-163,227.705,-7.716,blazar,-10.763
FL16Y J0650.4+561,159.747,22.156,blazar,-11.682
FL16Y J0650.6+205,194.056,9.208,blazar,-11.234
FL16Y J0650.8+250,190.284,11.003,blazar,-10.275
FL16Y J0651.1+401,175.932,17.075,blazar,-11.253
FL16Y J0651.5+652,150.127,24.509,blazar,-11.496
FL16Y J0652.0+795,134.184,26.706,blazar,-11.861
FL16Y J0652.1-481,257.834,-19.764,blazar,-11.771
FL16Y J0652.5+000,213.030,0.255,other,-11.345
FL16Y J0652.7-185,230.022,-8.231,unID,-11.379
FL16Y J0652.7+193,195.536,9.046,blazar,-11.764
FL16Y J0652.9+470,169.233,19.768,msp,-11.711
FL16Y J0653.2-433,253.243,-17.981,unID,-11.644
FL16Y J0653.2+181,196.787,8.598,other,-11.752
FL16Y J0653.5+163,198.285,7.942,blazar,-11.490
FL16Y J0653.7+281,187.575,12.940,blazar,-11.211
FL16Y J0653.8-132,225.254,-5.582,unID,-11.657
FL16Y J0653.9-415,251.689,-17.292,blazar,-11.776
FL16Y J0654.4+504,165.683,21.114,blazar,-10.987
FL16Y J0654.4+451,171.212,19.389,blazar,-10.981
FL16Y J0654.4+092,204.858,4.952,blazar,-11.559
FL16Y J0654.7+424,173.672,18.614,blazar,-11.455
FL16Y J0655.3-495,259.668,-19.797,blazar,-11.434
FL16Y J0655.3-263,237.243,-10.948,blazar,-11.448
FL16Y J0655.5+155,199.164,8.067,unID,-11.530
FL16Y J0656.1-032,216.481,-0.492,blazar,-10.612
FL16Y J0656.2-240,235.072,-9.714,blazar,-11.539
FL16Y J0656.2+423,173.944,18.816,blazar,-11.553
FL16Y J0656.3+191,196.110,9.721,blazar,-11.745
FL16Y J0656.5+421,174.283,18.758,blazar,-11.777
FL16Y J0656.7-164,228.471,-6.401,unID,-11.760
FL16Y J0656.8+242,191.486,11.959,blazar,-11.575
FL16Y J0657.4-465,256.937,-18.512,msp,-11.522
FL16Y J0658.1+271,188.992,13.388,blazar,-11.741
FL16Y J0658.2-584,268.827,-22.068,blazar,-11.843
FL16Y J0658.6-040,217.419,-0.272,unID,-11.075
FL16Y J0658.6+063,207.851,4.617,blazar,-11.477
FL16Y J0658.8+231,192.726,11.928,unID,-11.767
FL16Y J0659.2-175,229.860,-6.423,unID,-11.680
FL16Y J0659.7-674,278.379,-24.185,blazar,-11.843
FL16Y J0659.7-274,238.786,-10.574,blazar,-11.267
FL16Y J0659.8+141,201.108,8.258,psr,-10.572
FL16Y J0659.9-285,239.977,-11.082,unID,-11.747
FL16Y J0700.1-631,273.608,-23.067,blazar,-11.541
FL16Y J0700.1+170,198.499,9.595,blazar,-11.328
FL16Y J0700.2+130,202.214,7.842,blazar,-11.254
FL16Y J0700.5-512,261.455,-19.513,unID,-11.836
FL16Y J0700.5-661,276.766,-23.758,blazar,-10.482
FL16Y J0700.6+154,199.765,9.137,unID,-11.695
FL16Y J0700.7-430,253.409,-16.586,unID,-11.696
FL16Y J0700.7+355,180.824,17.280,unID,-11.581
FL16Y J0701.3-032,217.093,0.647,unID,-11.238
FL16Y J0701.5+251,191.189,13.265,blazar,-11.678
FL16Y J0701.5-463,256.802,-17.706,blazar,-10.786
FL16Y J0702.7-195,231.926,-6.530,blazar,-10.665
FL16Y J0703.2-005,215.035,2.239,blazar,-10.934
FL16Y J0703.2-391,249.850,-14.648,blazar,-11.217
FL16Y J0703.3-104,223.827,-2.265,blazar,-11.205
FL16Y J0703.4+680,147.410,26.135,blazar,-12.025
FL16Y J0703.6-113,224.597,-2.560,unID,-11.364
FL16Y J0704.3-482,258.841,-17.942,unID,-11.597
FL16Y J0704.8+490,167.825,22.265,blazar,-11.334
FL16Y J0704.9-105,224.185,-2.007,unID,-11.366
FL16Y J0705.0+133,202.322,9.099,unID,-12.124
FL16Y J0705.1+450,171.992,21.128,unID,-11.669
FL16Y J0705.3-091,222.797,-1.173,unID,-11.361
FL16Y J0705.7-645,275.645,-22.933,blazar,-11.971
FL16Y J0705.7-000,214.605,3.174,unID,-11.462
FL16Y J0705.9-484,259.256,-17.822,blazar,-11.219
FL16Y J0706.0+024,212.148,4.510,blazar,-11.670
FL16Y J0706.1+531,163.651,23.524,blazar,-11.757
FL16Y J0706.3-325,244.130,-11.452,unID,-11.672
FL16Y J0706.4-435,254.562,-15.913,unID,-11.777
FL16Y J0706.5+374,179.495,18.996,blazar,-10.956
FL16Y J0707.0+610,155.125,25.378,blazar,-11.317
FL16Y J0707.0+774,136.767,27.285,blazar,-11.122
FL16Y J0708.6+174,198.787,11.710,unID,-11.756
FL16Y J0709.0+224,194.254,13.826,blazar,-10.952
FL16Y J0709.1-103,224.353,-0.936,unID,-11.166
FL16Y J0709.1+483,168.547,22.816,other,-11.930
FL16Y J0709.2-152,228.693,-3.158,blazar,-11.296
FL16Y J0709.2+053,209.909,6.527,blazar,-11.434
FL16Y J0709.7-300,241.968,-9.643,blazar,-11.642
FL16Y J0709.8-025,217.636,2.743,blazar,-10.742
FL16Y J0710.4+590,157.404,25.426,blazar,-11.244
FL16Y J0710.8-385,250.082,-13.142,blazar,-11.109
FL16Y J0710.9+473,169.776,22.807,blazar,-11.327
FL16Y J0711.3-094,223.884,-0.082,other,-11.347
FL16Y J0711.8-103,224.626,-0.328,unID,-11.529
FL16Y J0711.8-643,275.433,-22.201,unID,-11.795
FL16Y J0712.4+572,159.411,25.327,blazar,-12.010
FL16Y J0712.5+331,184.434,18.560,blazar,-11.869
FL16Y J0712.7+503,166.701,23.872,blazar,-10.911
FL16Y J0712.8-563,267.338,-19.557,unID,-11.660
FL16Y J0712.9+573,159.116,25.457,blazar,-11.463
FL16Y J0713.3+253,191.861,15.894,blazar,-11.654
FL16Y J0713.5-261,238.821,-7.183,unID,-11.476
FL16Y J0713.9-482,259.387,-16.445,blazar,-11.711
FL16Y J0713.9+193,197.635,13.598,blazar,-10.757
FL16Y J0714.0-321,244.262,-9.722,unID,-11.793
FL16Y J0714.3+110,205.510,10.078,blazar,-11.759
FL16Y J0715.2-683,279.621,-22.988,blazar,-11.667
FL16Y J0715.6-453,256.744,-15.047,blazar,-11.368
FL16Y J0715.9-083,223.305,1.517,unID,-11.465
FL16Y J0716.0-112,225.945,0.141,unID,-11.175
FL16Y J0717.0-221,235.648,-4.665,unID,-11.390
FL16Y J0717.3-623,273.602,-21.018,blazar,-11.501
FL16Y J0717.7-551,266.346,-18.482,blazar,-11.832
FL16Y J0717.9+453,172.160,23.442,blazar,-11.169
FL16Y J0718.1-132,227.878,-0.291,blazar,-11.403
FL16Y J0718.5-500,261.293,-16.388,unID,-11.644
FL16Y J0718.6-431,254.921,-13.659,blazar,-10.691
FL16Y J0718.8+461,171.463,23.776,unID,-11.781
FL16Y J0719.0-705,282.210,-23.320,blazar,-11.659
FL16Y J0719.3+330,185.051,19.862,blazar,-10.454
FL16Y J0719.6-392,251.399,-11.857,blazar,-11.592
FL16Y J0719.6-401,252.081,-12.168,blazar,-11.255
FL16Y J0719.9-350,247.446,-9.905,blazar,-11.458
FL16Y J0721.2-022,218.456,5.540,blazar,-11.767
FL16Y J0721.4+040,212.679,8.531,blazar,-10.878
FL16Y J0721.9+712,143.983,28.024,blazar,-9.721
FL16Y J0722.4-264,240.240,-5.669,unID,-11.501
FL16Y J0722.9+360,182.314,21.533,blazar,-11.681
FL16Y J0722.9-073,223.244,3.517,blazar,-11.154
FL16Y J0723.0-231,237.144,-3.885,unID,-11.175
FL16Y J0723.1-304,243.849,-7.351,unID,-11.419
FL16Y J0723.4+584,158.226,27.002,blazar,-11.996
FL16Y J0723.5+290,189.408,19.275,blazar,-11.683
FL16Y J0723.8+205,197.421,16.227,blazar,-11.396
FL16Y J0724.6+701,145.263,28.200,unID,-11.727
FL16Y J0724.7+301,188.261,19.976,unID,-12.156
FL16Y J0724.9-255,239.708,-4.749,unID,-11.199
FL16Y J0725.3+142,203.645,13.914,blazar,-10.460
FL16Y J0725.4-050,221.350,5.212,blazar,-11.638
FL16Y J0725.5+021,214.797,8.639,blazar,-11.260
FL16Y J0725.6-353,248.339,-9.039,blazar,-11.683
FL16Y J0725.6-500,261.829,-15.369,unID,-11.882
FL16Y J0725.7-054,222.049,4.931,blazar,-11.333
FL16Y J0725.8-005,217.693,7.222,blazar,-10.994
FL16Y J0726.0+811,132.784,28.103,blazar,-12.141
FL16Y J0726.4-472,259.395,-14.149,blazar,-10.855
FL16Y J0727.0+215,196.721,17.333,unID,-11.511
FL16Y J0727.1+532,164.130,26.654,unID,-11.716
FL16Y J0727.3+373,181.090,22.832,blazar,-12.012
FL16Y J0727.6+612,155.179,27.873,blazar,-11.817
FL16Y J0728.0+482,169.602,25.792,blazar,-11.556
FL16Y J0728.0-473,259.679,-13.980,blazar,-11.853
FL16Y J0729.1+570,160.192,27.510,blazar,-11.549
FL16Y J0729.2-313,245.128,-6.536,blazar,-11.412
FL16Y J0729.4-145,230.431,1.442,psr,-11.198
FL16Y J0729.8+685,146.854,28.610,blazar,-12.015
FL16Y J0730.2-114,227.767,3.135,blazar,-9.984
FL16Y J0730.4-183,233.786,-0.114,psr,-11.397
FL16Y J0730.4-053,222.402,6.073,blazar,-10.978
FL16Y J0730.5+672,148.529,28.619,unID,-11.307
FL16Y J0730.5+330,185.865,22.071,blazar,-11.412
FL16Y J0730.5-622,273.918,-19.502,unID,-11.635
FL16Y J0730.8-660,277.589,-20.785,blazar,-11.453
FL16Y J0731.2-140,229.950,2.199,blazar,-11.575
FL16Y J0731.2+660,149.998,28.635,unID,-12.024
FL16Y J0731.7-191,234.560,-0.183,unID,-11.218
FL16Y J0731.8-301,244.190,-5.415,blazar,-11.518
FL16Y J0731.9+280,191.084,20.657,blazar,-12.085
FL16Y J0732.3+615,154.708,28.467,blazar,-11.638
FL16Y J0732.3-465,259.259,-12.991,unID,-11.457
FL16Y J0733.1-761,288.158,-23.880,unID,-12.072
FL16Y J0733.1+491,168.880,26.786,blazar,-12.017
FL16Y J0733.1+591,157.838,28.304,blazar,-11.737
FL16Y J0733.4-544,266.721,-16.184,blazar,-11.291
FL16Y J0733.5+515,166.018,27.329,blazar,-11.556
FL16Y J0733.5+365,182.251,23.801,blazar,-11.663
FL16Y J0733.5+351,183.871,23.340,blazar,-11.787
FL16Y J0733.8+411,177.692,25.046,blazar,-11.521
FL16Y J0733.8+045,213.363,11.670,blazar,-11.301
FL16Y J0734.0+502,167.717,27.130,blazar,-11.130
FL16Y J0734.3-444,257.533,-11.755,unID,-11.674
FL16Y J0734.7-155,232.056,2.008,psr,-10.346
FL16Y J0734.7-771,289.120,-24.048,blazar,-11.214
FL16Y J0735.0-725,284.696,-22.726,unID,-12.044
FL16Y J0736.4+313,187.850,22.777,blazar,-11.849
FL16Y J0736.9-323,246.801,-5.594,unID,-11.040
FL16Y J0737.1-824,295.105,-25.484,blazar,-11.287
FL16Y J0737.3-413,254.915,-9.828,unID,-11.650
FL16Y J0737.5+653,150.576,29.252,unID,-11.959
FL16Y J0737.8-804,292.977,-24.928,unID,-11.983
FL16Y J0737.8-304,245.276,-4.521,msp,-11.546
FL16Y J0738.1+174,201.846,18.077,blazar,-10.170
FL16Y J0738.3+153,203.836,17.297,blazar,-11.858
FL16Y J0738.7+533,164.239,28.385,unID,-11.899
FL16Y J0738.8+131,206.226,16.391,unID,-11.583
FL16Y J0739.0-673,279.452,-20.585,blazar,-11.196
FL16Y J0739.2+013,216.993,11.371,blazar,-10.151
FL16Y J0739.5-452,258.572,-11.258,msp,-11.666
FL16Y J0739.6-672,279.236,-20.446,blazar,-11.848
FL16Y J0739.6+174,201.939,18.419,unID,-11.345
FL16Y J0739.6+750,139.714,29.241,unID,-12.222
FL16Y J0740.1-074,225.501,7.130,blazar,-11.427
FL16Y J0740.6-813,293.821,-25.036,blazar,-12.107
FL16Y J0740.9-513,264.273,-13.822,blazar,-11.504
FL16Y J0740.9+322,187.348,23.933,blazar,-12.051
FL16Y J0741.0-522,265.039,-14.169,blazar,-11.932
FL16Y J0741.0+661,149.747,29.633,msp,-11.594
FL16Y J0741.1+320,187.707,23.860,blazar,-11.706
FL16Y J0741.9-470,260.288,-11.662,blazar,-11.236
FL16Y J0741.9+410,178.238,26.502,msp,-11.620
FL16Y J0742.0+490,169.473,28.166,blazar,-11.389
FL16Y J0742.0-415,255.651,-9.214,unID,-11.532
FL16Y J0742.6+544,163.052,29.094,blazar,-10.713
FL16Y J0742.7-282,243.779,-2.458,psr,-10.843
FL16Y J0742.8-524,265.392,-14.045,blazar,-11.355
FL16Y J0743.0+171,202.808,18.958,blazar,-11.474
FL16Y J0743.3-491,262.231,-12.381,blazar,-11.442
FL16Y J0743.5-562,268.906,-15.593,blazar,-11.463
FL16Y J0743.7-380,252.342,-7.057,blazar,-11.521
FL16Y J0744.0+503,167.838,28.740,unID,-11.883
FL16Y J0744.0-252,241.353,-0.729,psr,-10.773
FL16Y J0744.1-621,274.407,-17.977,blazar,-12.191
FL16Y J0744.1-691,281.351,-20.786,blazar,-11.475
FL16Y J0744.2+743,140.251,29.582,blazar,-11.416
FL16Y J0744.6-243,240.755,-0.240,unID,-11.268
FL16Y J0744.6-200,236.838,2.033,unID,-11.526
FL16Y J0744.9-402,254.570,-8.000,unID,-11.412
FL16Y J0745.5-134,231.439,5.341,unID,-11.504
FL16Y J0745.7+010,218.198,12.570,unID,-11.637
FL16Y J0745.7-004,219.903,11.697,blazar,-11.663
FL16Y J0746.3-022,221.487,11.060,blazar,-11.347
FL16Y J0746.4+254,194.568,22.900,blazar,-11.137
FL16Y J0746.5-071,225.728,8.815,blazar,-11.320
FL16Y J0746.5-411,255.389,-8.113,unID,-11.600
FL16Y J0746.6+273,192.830,23.520,blazar,-11.538
FL16Y J0746.7-475,261.350,-11.301,blazar,-10.614
FL16Y J0747.0+453,173.515,28.372,blazar,-11.760
FL16Y J0747.2-073,226.194,8.768,blazar,-11.731
FL16Y J0747.3-331,248.426,-3.996,blazar,-10.800
FL16Y J0747.3-492,262.766,-11.923,blazar,-11.171
FL16Y J0747.4+090,211.051,16.537,blazar,-11.557
FL16Y J0747.6+851,128.208,28.192,blazar,-11.643
FL16Y J0747.9+720,143.010,30.044,blazar,-11.931
FL16Y J0748.0-163,234.213,4.471,blazar,-11.178
FL16Y J0748.0+741,140.570,29.863,blazar,-11.448
FL16Y J0748.4+492,169.147,29.277,blazar,-11.594
FL16Y J0748.6+240,196.611,22.736,blazar,-11.060
FL16Y J0748.7-150,232.893,5.429,unID,-11.772
FL16Y J0749.0-295,245.814,-2.041,blazar,-11.582
FL16Y J0749.1-390,253.708,-6.601,blazar,-11.489
FL16Y J0749.3+231,197.467,22.601,blazar,-11.698
FL16Y J0749.3+445,174.338,28.652,blazar,-11.472
FL16Y J0749.3+105,209.477,17.775,blazar,-11.508
FL16Y J0749.4+132,207.165,18.820,blazar,-11.556
FL16Y J0749.6+745,139.883,29.902,blazar,-11.699
FL16Y J0749.8-442,258.448,-9.109,msp,-11.767
FL16Y J0749.9+182,202.364,20.918,blazar,-11.521
FL16Y J0749.9+311,189.273,25.373,blazar,-11.919
FL16Y J0750.2+102,210.124,17.710,blazar,-11.578
FL16Y J0750.4-751,287.522,-22.553,unID,-11.819
FL16Y J0750.6+823,131.055,28.773,blazar,-11.816
FL16Y J0750.7+790,134.993,29.389,blazar,-11.463
FL16Y J0750.8+123,208.164,18.752,blazar,-10.884
FL16Y J0750.9-513,264.977,-12.425,blazar,-11.003
FL16Y J0751.2+180,202.722,21.107,msp,-11.001
FL16Y J0751.2-002,220.317,13.043,unID,-12.241
FL16Y J0751.4-042,223.822,11.257,blazar,-11.646
FL16Y J0751.5-502,264.033,-11.820,unID,-11.588
FL16Y J0751.6+265,193.848,24.366,blazar,-12.086
FL16Y J0751.9+331,187.251,26.367,blazar,-10.902
FL16Y J0751.9-292,245.731,-1.270,unID,-11.285
FL16Y J0752.3-163,234.642,5.410,blazar,-11.246
FL16Y J0752.5+712,143.911,30.467,unID,-12.109
FL16Y J0752.9+535,164.192,30.503,blazar,-10.969
FL16Y J0753.0-262,243.225,0.508,unID,-11.507
FL16Y J0753.2+431,176.259,29.030,unID,-12.122
FL16Y J0753.4+465,172.264,29.703,unID,-11.912
FL16Y J0753.7-454,260.013,-9.198,other,-11.840
FL16Y J0753.9+092,211.497,18.110,blazar,-11.763
FL16Y J0754.1+045,215.741,16.155,blazar,-11.440
FL16Y J0754.4-114,230.767,8.234,blazar,-10.799
FL16Y J0754.5+391,180.922,28.404,blazar,-11.965
FL16Y J0754.7+482,170.550,30.150,blazar,-10.869
FL16Y J0754.8-395,254.995,-6.080,unID,-11.467
FL16Y J0755.6+185,202.360,22.385,unID,-11.864
FL16Y J0755.9-051,225.151,11.818,unID,-11.330
FL16Y J0756.3-643,277.223,-17.731,blazar,-11.573
FL16Y J0756.6+132,207.867,20.441,blazar,-11.751
FL16Y J0756.7-772,289.757,-22.968,blazar,-12.137
FL16Y J0756.8-153,234.360,6.821,blazar,-11.360
FL16Y J0757.1+095,211.305,19.062,blazar,-10.807
FL16Y J0757.2-372,253.178,-4.456,blazar,-11.550
FL16Y J0757.8+730,141.871,30.680,unID,-11.850
FL16Y J0758.0+113,209.870,19.948,blazar,-11.579
FL16Y J0758.6+374,182.720,28.852,other,-11.711
FL16Y J0758.7-144,233.945,7.611,unID,-11.135
FL16Y J0758.9+270,194.300,25.944,blazar,-11.317
FL16Y J0759.6+132,208.284,21.052,blazar,-11.478
FL16Y J0800.2+561,161.595,31.689,blazar,-11.983
FL16Y J0800.3+164,204.947,22.591,blazar,-12.014
FL16Y J0800.5-225,241.146,3.755,other,-11.413
FL16Y J0800.5+371,183.383,29.113,unID,-11.986
FL16Y J0800.8-105,230.850,10.010,unID,-11.535
FL16Y J0800.8-082,228.592,11.302,unID,-11.814
FL16Y J0800.9+073,214.020,18.867,blazar,-11.830
FL16Y J0801.0+440,175.745,30.557,blazar,-11.479
FL16Y J0801.1-061,226.767,12.396,unID,-11.881
FL16Y J0801.1+644,151.525,31.747,blazar,-11.491
FL16Y J0801.2+133,208.217,21.503,blazar,-11.961
FL16Y J0801.4+663,149.305,31.651,blazar,-11.631
FL16Y J0801.4-060,226.587,12.606,unID,-11.694
FL16Y J0802.0+100,211.692,20.245,blazar,-11.481
FL16Y J0802.2-561,269.964,-13.207,psr,-11.143
FL16Y J0802.2-094,229.912,10.953,blazar,-11.191
FL16Y J0803.0+244,197.167,26.028,blazar,-11.958
FL16Y J0803.1-252,243.502,3.004,unID,-11.655
FL16Y J0803.2-033,224.621,14.188,blazar,-11.031
FL16Y J0803.6+204,201.325,24.796,unID,-11.868
FL16Y J0803.7-514,266.168,-10.804,unID,-11.529
FL16Y J0804.0-362,253.033,-2.754,blazar,-11.006
FL16Y J0804.4+041,217.541,18.178,blazar,-11.456
FL16Y J0804.7+635,152.385,32.173,blazar,-11.758
FL16Y J0804.9-062,227.330,13.183,blazar,-11.411
FL16Y J0805.0+674,147.932,31.898,blazar,-12.258
FL16Y J0805.2-011,222.666,15.788,blazar,-11.214
FL16Y J0805.3-742,287.066,-21.316,unID,-11.741
FL16Y J0805.4+774,136.346,30.351,blazar,-11.684
FL16Y J0805.4+614,155.018,32.365,blazar,-11.386
FL16Y J0805.4+753,138.899,30.798,blazar,-10.759
FL16Y J0805.8+383,182.151,30.428,blazar,-11.641
FL16Y J0805.9-233,242.290,4.513,blazar,-11.726
FL16Y J0806.0-045,226.193,14.129,blazar,-12.055
FL16Y J0806.3+450,174.656,31.655,blazar,-11.625
FL16Y J0806.4+565,160.778,32.564,unID,-11.941
FL16Y J0806.5+593,157.647,32.561,blazar,-11.530
FL16Y J0806.7-610,274.625,-15.075,blazar,-11.785
FL16Y J0806.9-215,240.996,5.592,blazar,-11.727
FL16Y J0807.1-054,226.968,14.011,blazar,-10.946
FL16Y J0807.2-195,239.354,6.712,blazar,-11.830
FL16Y J0807.3+331,188.265,29.458,unID,-12.091
FL16Y J0807.4-762,289.123,-22.055,blazar,-11.558
FL16Y J0807.8-120,232.699,10.923,blazar,-11.472
FL16Y J0808.2-075,229.041,13.161,blazar,-10.091
FL16Y J0808.5+494,169.226,32.535,blazar,-11.367
FL16Y J0809.1+405,179.663,31.488,blazar,-11.013
FL16Y J0809.2+312,190.438,29.358,blazar,-11.901
FL16Y J0809.4+051,217.269,19.702,unID,-11.592
FL16Y J0809.4-471,262.737,-7.654,other,-11.287
FL16Y J0809.7+534,164.620,32.952,blazar,-10.931
FL16Y J0809.7+345,186.493,30.366,blazar,-11.607
FL16Y J0809.8+521,166.247,32.915,blazar,-10.381
FL16Y J0809.8-702,283.441,-19.261,blazar,-11.923
FL16Y J0810.1-050,226.857,14.948,unID,-11.908
FL16Y J0810.3+613,155.132,32.949,unID,-11.979
FL16Y J0810.6-492,264.688,-8.647,blazar,-11.686
FL16Y J0811.0-752,288.279,-21.446,blazar,-10.596
FL16Y J0811.0-563,270.931,-12.343,unID,-11.893
FL16Y J0811.4+014,220.707,18.569,blazar,-10.488
FL16Y J0811.7-505,266.070,-9.287,unID,-11.474
FL16Y J0811.9+784,135.183,30.456,blazar,-11.821
FL16Y J0812.0+023,219.984,19.096,blazar,-11.280
FL16Y J0812.2+114,211.275,23.180,blazar,-11.811
FL16Y J0812.6+282,193.975,29.230,blazar,-11.823
FL16Y J0812.7+071,215.723,21.350,blazar,-11.788
FL16Y J0812.8+650,150.951,32.949,blazar,-11.630
FL16Y J0812.9+555,161.975,33.457,blazar,-11.599
FL16Y J0813.6+253,196.995,28.613,blazar,-11.657
FL16Y J0813.6-035,226.244,16.279,blazar,-11.737
FL16Y J0814.1-101,231.892,13.213,blazar,-10.837
FL16Y J0814.2+692,145.863,32.507,blazar,-12.222
FL16Y J0814.4-264,246.022,4.393,blazar,-11.915
FL16Y J0814.4+294,192.655,29.977,blazar,-11.764
FL16Y J0814.6+643,151.664,33.204,blazar,-10.827
FL16Y J0815.6+655,150.043,33.147,blazar,-12.034
FL16Y J0815.7+363,184.836,31.927,blazar,-11.780
FL16Y J0815.7+294,192.568,30.293,blazar,-11.744
FL16Y J0816.1+490,170.096,33.726,blazar,-11.637
FL16Y J0816.1-234,243.694,6.399,other,-11.477
FL16Y J0816.4+573,159.856,33.904,blazar,-10.993
FL16Y J0816.4-131,234.797,12.118,blazar,-10.820
FL16Y J0816.7-242,244.339,6.119,blazar,-11.307
FL16Y J0816.9+205,202.422,27.730,blazar,-11.569
FL16Y J0817.0+195,203.382,27.445,blazar,-11.938
FL16Y J0817.5-525,268.204,-9.574,unID,-11.376
FL16Y J0817.7+324,189.441,31.464,blazar,-11.810
FL16Y J0817.8-093,231.818,14.322,blazar,-10.853
FL16Y J0818.2+422,178.224,33.402,blazar,-10.271
FL16Y J0818.4+281,194.520,30.430,blazar,-11.507
FL16Y J0818.7+315,190.409,31.473,blazar,-11.963
FL16Y J0818.8+323,189.728,31.627,blazar,-11.706
FL16Y J0819.3+403,180.338,33.348,blazar,-11.845
FL16Y J0819.3+274,195.103,30.481,blazar,-11.670
FL16Y J0819.3-075,230.578,15.482,blazar,-11.592
FL16Y J0819.4-344,253.277,0.835,other,-11.274
FL16Y J0819.6+053,218.171,22.120,blazar,-12.112
FL16Y J0820.3-280,247.870,4.743,blazar,-11.892
FL16Y J0820.3+363,185.035,32.845,blazar,-11.438
FL16Y J0820.5-031,226.557,18.104,blazar,-11.887
FL16Y J0820.7-575,272.853,-11.978,blazar,-11.564
FL16Y J0820.9+235,199.519,29.623,blazar,-11.539
FL16Y J0820.9-125,235.209,13.162,blazar,-11.490
FL16Y J0821.0-065,229.810,16.416,unID,-11.742
FL16Y J0821.2+100,213.863,24.516,blazar,-11.789
FL16Y J0821.5-143,236.715,12.411,unID,-11.820
FL16Y J0821.7-520,267.875,-8.583,unID,-11.648
FL16Y J0822.1-425,260.309,-3.374,other,-10.131
FL16Y J0823.0-420,259.793,-2.825,unID,-11.191
FL16Y J0823.0+053,218.507,22.913,blazar,-12.054
FL16Y J0823.2+404,180.387,34.082,blazar,-11.585
FL16Y J0823.2-632,277.793,-14.659,blazar,-11.649
FL16Y J0823.3+222,201.331,29.674,blazar,-11.430
FL16Y J0823.7-483,265.200,-6.409,blazar,-11.139
FL16Y J0824.2-600,274.893,-12.719,unID,-12.018
FL16Y J0824.4+243,198.979,30.636,blazar,-11.228
FL16Y J0824.6+555,161.932,35.101,blazar,-11.065
FL16Y J0825.0+391,182.148,34.208,blazar,-11.168
FL16Y J0825.4+615,154.541,34.706,blazar,-11.651
FL16Y J0825.8+030,221.225,22.386,blazar,-11.111
FL16Y J0825.9-321,252.069,3.314,blazar,-11.069
FL16Y J0825.9-223,243.988,8.923,blazar,-10.280
FL16Y J0826.1-505,267.326,-7.384,unID,-11.252
FL16Y J0826.2-015,226.087,19.984,unID,-11.646
FL16Y J0826.2-234,245.033,8.288,unID,-11.802
FL16Y J0826.4-640,278.497,-14.672,blazar,-11.385
FL16Y J0827.0-411,259.436,-1.657,unID,-11.587
FL16Y J0827.0-070,230.898,17.528,blazar,-11.460
FL16Y J0827.1-331,253.026,2.952,unID,-11.689
FL16Y J0827.3-010,225.379,20.687,unID,-11.820
FL16Y J0827.4+445,175.406,35.327,unID,-11.984
FL16Y J0827.7+522,166.258,35.655,blazar,-11.837
FL16Y J0827.9+231,200.884,30.925,blazar,-11.823
FL16Y J0827.9+565,160.579,35.496,unID,-12.175
FL16Y J0828.0-373,256.563,0.651,blazar,-11.065
FL16Y J0828.2+415,179.114,35.179,blazar,-11.887
FL16Y J0828.5-074,231.678,17.512,other,-11.699
FL16Y J0828.7-242,245.879,8.389,blazar,-11.649
FL16Y J0828.7-444,262.569,-3.506,other,-11.043
FL16Y J0829.0+372,184.503,34.699,unID,-11.462
FL16Y J0829.1+175,206.741,29.351,blazar,-11.590
FL16Y J0829.4+401,181.043,35.197,blazar,-11.590
FL16Y J0829.5+085,216.007,25.845,blazar,-11.566
FL16Y J0829.6-114,235.258,15.657,blazar,-11.218
FL16Y J0829.7-585,274.317,-11.514,blazar,-11.110
FL16Y J0829.8+510,167.750,35.980,blazar,-11.852
FL16Y J0830.1+523,166.066,36.016,blazar,-11.832
